review_case_id,feature_id,layer_id,name_ar,review_reason_codes,priority,current_value,issue_description,required_action,required_entity,suggested_collection_method,evidence_available,automatic_resolution_possible,manual_review_required,status,notes
REV-00517,LY-ACC-RES-NAT-00133,resorts,Bali s BEACH HOUSE,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00518,LY-ACC-RES-NAT-00134,resorts,Alhady Elmelliti Beach House,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00519,LY-ACC-RES-NAT-00135,resorts,Golden beach village,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00520,LY-ACC-RES-NAT-00136,resorts,شاطي القره بوللي منطقة القويعة السياحية,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00521,LY-ACC-RES-NAT-00137,resorts,منتجع كريستال السياحي 1,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00522,LY-ACC-RES-NAT-00138,resorts,استراحة لابلازا -LA PLAZA,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00523,LY-ACC-RES-NAT-00140,resorts,استراحة كازا دولتشي,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00524,LY-ACC-RES-NAT-00141,resorts,استراحات الدلفين الفاخرة 1 و 2 و 3 و4,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00525,LY-ACC-RES-NAT-00143,resorts,Villa Lugano ڤيلا لوچانو,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00526,LY-ACC-RES-NAT-00145,resorts,Villa Mia فيلا ميا,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00527,LY-ACC-RES-NAT-00146,resorts,لمة العيلة,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00528,LY-ACC-RES-NAT-00147,resorts,استراحة نسائم البحر,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00529,LY-ACC-RES-NAT-00148,resorts,Villa golden star,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
